#TE	Order	Superfamily	Clade	Complete	Strand	Domains
TE_00000645_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand RT|Retand aRH|Retand INT|Retand
TE_00000653_INT#LTR/Gypsy	LTR	Gypsy	Athila	yes	+	GAG|Athila PROT|Athila RT|Athila RH|Athila INT|Athila
TE_00000655_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00000682_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00000689_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00000724_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand
TE_00000729_INT#LTR/Gypsy	LTR	Gypsy	Athila	no	+	INT|Athila
TE_00000731_INT#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
TE_00000737_INT#LTR/Gypsy	LTR	Gypsy	Athila	yes	+	GAG|Athila PROT|Athila RT|Athila RH|Athila INT|Athila
TE_00000746_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00000754_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	PROT|Tekay CHD|Tekay
TE_00000762_INT#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
TE_00000767_INT#LTR/Gypsy	LTR	Gypsy	Athila	no	+	PROT|Athila
TE_00000770_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand RH|Retand INT|Retand
TE_00000772_INT#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila
TE_00000786_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00000788_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00000789_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00000792_INT#LTR/Gypsy	LTR	Gypsy	Athila	no	+	PROT|Athila GAG|Athila
TE_00000803_LTR#LTR/Gypsy	LTR	Gypsy	CRM	no	+	CHDCR|CRM
TE_00000822_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand RT|Retand INT|Retand
TE_00000823_INT#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila
TE_00000830_INT#LTR/Gypsy	LTR	Gypsy	Athila	yes	+	GAG|Athila PROT|Athila RT|Athila RH|Athila INT|Athila
TE_00000860_INT#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000864_INT#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000867_INT#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000887_INT#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
TE_00000901_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00000660_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00000730_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00000847_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
